codice_territorio,comune,2014,2015,2016,2017
"057068","Toffia","8.45","10.35","6.7","8.63",
"057069","Torricella in Sabina","13.96","18.64","12.65","11.8",
"057070","Torri in Sabina","14.22","10.31","18.3","22.42",
"057071","Turania","12.4","4.08","25.37","4.26",
"057072","Vacone","11.72","15.59","23.95","20.62",
"057073","Varco Sabino","15","26.04","26.81","33.52",
"058001","Affile","12.7","15.42","11.73","13.24",
"058002","Agosta","11.41","7.98","6.24","6.29",
"058003","Albano Laziale","9.45","9.06","8.66","10.68",
"058004","Allumiere","12.49","12.32","10.6","12.08",
"058005","Anguillara Sabazia","7.16","7.83","7.84","8.91",
"058006","Anticoli Corrado","17.3","14.15","28.76","15.65",
"058007","Anzio","9.09","9","8.2","9.7",
"058008","Arcinazzo Romano","11.03","17.74","21.56","10.42",
"058009","Ariccia","8.3","8.79","9.6","10.22",
"058010","Arsoli","12.91","12.49","15.18","12.86",
"058011","Artena","8.78","9.81","8.79","9.05",
"058012","Bellegra","13.35","14.49","11.16","8.44",
"058013","Bracciano","7.91","8.39","8.03","8.58",
"058014","Camerata Nuova","8.86","13.35","6.64","15.52",
"058015","Campagnano di Roma","7.01","9.23","8.63","10.28",
"058016","Canale Monterano","11.13","9.72","7.66","12.24",
"058017","Canterano","8.31","11.3","11.48","5.96",
"058018","Capena","6.73","7.69","8.09","6.43",
"058019","Capranica Prenestina","17.32","14.35","8.55","8.78",
"058020","Carpineto Romano","9.38","12.1","13.82","13.3",
"058021","Casape","12.98","13.29","15.01","18.3",
"058022","Castel Gandolfo","6.67","8.99","8.35","10.95",
"058023","Castel Madama","9.2","10.47","8.23","10.58",
"058024","Castelnuovo di Porto","8.04","6.97","9.06","8.39",
"058025","Castel San Pietro Romano","6.87","12.23","12.3","11.35",
"058026","Cave","8.58","9.32","8.74","9.75",
"058027","Cerreto Laziale","12.21","11.54","8.94","8.99",
"058028","Cervara di Roma","6.34","6.48","8.86","22.57",
"058029","Cerveteri","7.12","8.49","7.63","7.16",
"058030","Ciciliano","10.38","8.21","7.49","13.51",
"058031","Cineto Romano","13.05","18.17","13.38","20.32",
"058032","Civitavecchia","9.81","10.86","11.15","10.71",
"058033","Civitella San Paolo","6.33","7.74","5.31","13.09",
"058034","Colleferro","9.81","13.04","10.53","11.05",
"058035","Colonna","7.34","6.57","10.94","13.46",
"058036","Fiano Romano","4.79","7.66","7.21","8.03",
"058037","Filacciano","12.59","10.55","12.78","23.84",
"058038","Formello","6.16","7.14","7.71","7.59",
"058039","Frascati","10.29","10.44","9.91","10.63",
"058040","Gallicano nel Lazio","8.73","9.31","7.11","8.52",
"058041","Gavignano","10.32","10.91","8.37","13.12",
"058042","Genazzano","8.41","9.57","8.15","9.89",
"058043","Genzano di Roma","10.09","10.96","8.48","11.09",
"058044","Gerano","17.95","11.79","11.1","11.16",
"058045","Gorga","8.15","18.01","19.58","8.38",
"058046","Grottaferrata","8.56","10.23","9.17","11.1",
"058047","Guidonia Montecelio","6.78","7.89","7.48","8.24",
"058048","Jenne","32.52","27.51","21.92","30.94",
"058049","Labico","6.87","6.01","5.15","6.35",
"058050","Lanuvio","6.61","7.17","7.49","8.39",
"058051","Licenza","12.38","21.34","19.06","16.55",
"058052","Magliano Romano","6.68","7.5","4.89","13.52",
"058053","Mandela","7.44","10.77","6.48","11.92",
"058054","Manziana","10.01","9.53","10.91","11.65",
"058055","Marano Equo","12.79","14.08","14.11","14.08",
"058056","Marcellina","8.09","10.15","7.38","7.9",
"058057","Marino","7.87","9.26","8.85","9.11",
"058058","Mazzano Romano","8.47","10.71","12.7","11.51",
"058059","Mentana","5.75","8.32","7.04","7.52",
"058060","Monte Compatri","5.75","8.37","9.42","9.6",
"058061","Monteflavio","7.3","16.99","11.99","16.88",
"058062","Montelanico","10.69","11.71","13.1","10.78",
"058063","Montelibretti","10.92","10.53","10.3","12.36",
"058064","Monte Porzio Catone","8.93","8.97","7.04","8.3",
"058065","Monterotondo","7.86","9.27","7.74","8.96",
"058066","Montorio Romano","16.8","10.53","13.29","11.97",
"058067","Moricone","10.8","13.53","9.88","13.93",
"058068","Morlupo","10.29","10.56","9.3","10.79",
"058069","Nazzano","6.93","9.75","13.28","14.18",
"058070","Nemi","11.32","9.84","15.05","13.1",
"058071","Nerola","11.38","15","10.82","9.68",
"058072","Nettuno","8.2","9.94","7.95","10.11",
"058073","Olevano Romano","11.47","10.61","11.84","11.71",
"058074","Palestrina","9.34","10.03","9.77","8.08",
"058075","Palombara Sabina","8.81","8.77","8.76","9.46",
"058076","Percile","21.82","33.77","12.1","16.88",
"058077","Pisoniano","10.09","9.08","17.07","16.09",
"058078","Poli","10.39","9.55","11.15","7.88",
"058079","Pomezia","7.2","7.35","7.65","7.82",
"058080","Ponzano Romano","14.48","10.34","14.83","16.69",
"058081","Riano","5.84","7.38","7.51","8.39",
"058082","Rignano Flaminio","8.97","7.48","8.58","7.68",
"058083","Riofreddo","16.73","11.52","18.15","18.53",
"058084","Rocca Canterano","10.34","10.2","15.62","21.22",
"058085","Rocca di Cave","10.5","18.54","2.65","10.68",
"058086","Rocca di Papa","7.02","7.43","7.9","7.98",
"058087","Roccagiovine","7.34","26.32","22.73","15.24",
"058088","Rocca Priora","8.12","7.19","9.01","9.64",
"058089","Rocca Santo Stefano","13.03","7.15","14.39","18.58",
"058090","Roiate","15.82","14.71","8.24","11.2",
"058091","Roma","9.47","9.89","9.77","10.23",
"058092","Roviano","18.18","15.44","18.62","11.21",
"058093","Sacrofano","5.85","7.89","7.59","6.02",
"058094","Sambuci","10.54","19.21","12.01","11.06",
"058095","San Gregorio da Sassola","9.16","11.71","9.98","11.35",
"058096","San Polo dei Cavalieri","9.94","8.7","8.71","9.49",
"058097","Santa Marinella","8.65","10.92","9.24","10.58",
"058098","Sant'Angelo Romano","9.37","9.95","10.76","11.6",
"058099","Sant'Oreste","9.61","9.97","8.42","7.92",
"058100","San Vito Romano","12.6","10.63","12.4","9.92",
"058101","Saracinesco","21.86","21.8","16.35","11.2",
"058102","Segni","10.6","9.52","10.34","8.58",
"058103","Subiaco","9.77","12.07","11.74","12.85",
"058104","Tivoli","9.15","9.27","9.51","9.56",
"058105","Tolfa","12.06","11.2","13.53","9.72",
"058106","Torrita Tiberina","7.3","17.38","11.08","15",
"058107","Trevignano Romano","8.63","10.15","8","10.79",
"058108","Vallepietra","13.54","24.26","18.15","18.66",
"058109","Vallinfreda","27.87","28.37","14.23","17.54",
"058110","Valmontone","7.38","7.15","7.69","7.91",
"058111","Velletri","10.02","9.67","9.36","10.27",
"058112","Vicovaro","13.32","12.16","12.98","10.8",
"058113","Vivaro Romano","11.36","11.14","34.09","24.39",
"058114","Zagarolo","8.65","7.24","8.01","8.32",
"058115","Lariano","9.54","7.89","7.79","8.83",
"058116","Ladispoli","6.36","7.54","7.54","7.76",
"058117","Ardea","5.86","6.87","7.2","6.98",
"058118","Ciampino","8.57","9.35","8.92","7.83",
"058119","San Cesareo","7.72","9.04","5.81","6.44",
"058120","Fiumicino","6.63","6.94","6.56","6.83",
"058122","Fonte Nuova","7.52","7.17","5.62","8.11",
"059001","Aprilia","7.12","7.43","7.56","8.59",
"059002","Bassiano","7.99","12.53","16.58","11.67",
"059003","Campodimele","23.11","17.42","17.92","9.97",
"059004","Castelforte","12.59","16.32","14.04","13.84",
"059005","Cisterna di Latina","6.57","8.59","8.54","8.77",
"059006","Cori","10.79","10.28","9.52","12.06",
"059007","Fondi","7.65","8.71","7.37","8.6",
"059008","Formia","8.14","11.23","8.89","8.72",
"059009","Gaeta","11.42","12.69","10.84","10.77",
"059010","Itri","8.27","7.7","8.14","8.39",
"059011","Latina","8.23","8.57","8.12","8.54",
"059012","Lenola","12.16","8.35","10.29","11.25",
"059013","Maenza","11.62","12.01","9.71","11.24",
"059014","Minturno","10.05","11.36","9.92","10.17",
"059015","Monte San Biagio","8.74","11.41","10.64","10.3",
"059016","Norma","8.87","14.78","11.86","10.21",
"059017","Pontinia","9.02","7.92","9.78","9.31",
"059018","Ponza","11.47","10.23","13.16","10.13",
"059019","Priverno","8.82","9.91","10.42","10.41",
"059020","Prossedi","17.07","19.04","15.01","15.83",
"059021","Roccagorga","10.69","11.76","8.54","9.76",
"059022","Rocca Massima","8.03","11.47","10.6","13.26",
"059023","Roccasecca dei Volsci","10.37","12.15","20.24","8.78",
"059024","Sabaudia","7.99","7.81","7.46","9.23",
"059025","San Felice Circeo","9.68","10.49","9.07","10.46",
"059026","Santi Cosma e Damiano","8.63","8.38","9.96","9.77",
"059027","Sermoneta","6.9","8.16","6.49","8.12",
"059028","Sezze","9.34","9.04","10.13","10.4",
"059029","Sonnino","10.59","9.2","10.99","10.3",
"059030","Sperlonga","9.7","14.58","10.77","8.7",
"059031","Spigno Saturnia","6.45","6.74","7.45","8.5",
"059032","Terracina","9.51","9.42","10.72","9.89",
"059033","Ventotene","9.41","9.46","9.4","10.48",
"060001","Acquafondata","22.64","22.81","22.51","11.17",
"060002","Acuto","10.37","12.46","10.43","13.11",
"060003","Alatri","9.56","10.09","10.06","9.3",
"060004","Alvito","18.41","16.87","12.61","17.64",
"060005","Amaseno","10.71","9.37","9.61","14.96",
"060006","Anagni","10.51","9.31","9.28","8.6",
"060007","Aquino","10.23","11.36","8.95","7.68",
"060008","Arce","15.58","14.73","14.49","13.72",
"060009","Arnara","13.97","17.56","10.84","10.88",
"060010","Arpino","14.21","12.79","16.88","11.29",
"060011","Atina","13.98","13.64","14","11.53",
"060012","Ausonia","11.67","12.92","12.28","13.12",
"060013","Belmonte Castello","11.83","14.7","24.56","23.69",
"060014","Boville Ernica","8.09","11.95","12.68","11.21",
"060015","Broccostella","7.17","7.25","8.81","9.97",
"060016","Campoli Appennino","13.68","12.65","15.2","10.05",
"060017","Casalattico","16.82","17.27","8.81","19.82",
"060018","Casalvieri","13.73","12.87","10.41","15.34",
"060019","Cassino","9.36","9.66","9.56","9.4",
"060020","Castelliri","12.57","10.64","11.59","11.37",
"060021","Castelnuovo Parano","7.94","16.97","13.59","12.44",
"060022","Castrocielo","11.09","12.08","10.8","12.53",
"060023","Castro dei Volsci","13.63","12.89","14.89","13.9",
"060024","Ceccano","9.7","10.2","10.03","13.18",
"060025","Ceprano","7.52","10.21","12.94","9.94",
"060026","Cervaro","9.88","10.48","10.99","12.36",
"060027","Colfelice","15.45","16.02","8.29","9.39",
"060028","Collepardo","7.1","12.31","12.44","10.48",
"060029","Colle San Magno","16.85","7.1","13.02","20.76",
"060030","Coreno Ausonio","17.63","10.96","16.54","16.08",
"060031","Esperia","15.22","14.07","13.9","17.9",
"060032","Falvaterra","10.74","21.72","14.38","21.68",
"060033","Ferentino","9.11","8.66","9.92","10.83",
"060034","Filettino","6.98","5.29","16.1","22",
"060035","Fiuggi","9.47","10.08","10.54","10.84",
"060036","Fontana Liri","13.4","15.19","14.24","11.97",
"060037","Fontechiari","13.07","8.46","9.97","13.79",
"060038","Frosinone","9.62","10.51","10.08","10.74",
"060039","Fumone","15.05","10.42","12.85","14.35",
"060040","Gallinaro","15.82","17.31","12.63","13.62",
"060041","Giuliano di Roma","11.66","10.82","11.62","7.44",
"060042","Guarcino","9.23","12.3","11.75","10.03",
"060043","Isola del Liri","12.58","12.77","11.67","13.35",
"060044","Monte San Giovanni Campano","9.41","10.49","11.48","11.66",
"060045","Morolo","12.53","13.19","10.72","12.27",
"060046","Paliano","6.38","10.47","10.66","11.47",
"060047","Pastena","14.82","17.04","14.41","18.07",
"060048","Patrica","9.72","11.93","8.19","9.78",
"060049","Pescosolido","10.21","9.61","9.66","14.34",
"060050","Picinisco","10.46","9.03","16.54","18.54",
"060051","Pico","10.82","16.8","14.62","15.48",
"060052","Piedimonte San Germano","9.57","8.16","9.04","8",
"060053","Piglio","12.56","11.1","13.97","11.04",
"060054","Pignataro Interamna","11.62","7.35","12","9.39",
"060055","Pofi","12.62","12.76","11.2","17.3",
"060056","Pontecorvo","11.42","13.27","12.03","12.31",
"060057","Posta Fibreno","18.9","14.79","18.53","19.75",
"060058","Ripi","10.93","12.52","11.78","12.57",
"060059","Rocca d'Arce","13.59","7.3","16.81","17.01",
"060060","Roccasecca","11.01","12.58","10.15","10.75",
"060061","San Biagio Saracinisco","16.33","22.41","26.2","20.9",
"060062","San Donato Val di Comino","9.45","20.79","11.95","16.96",
"060063","San Giorgio a Liri","8.83","11.65","9.19","13.07",
"060064","San Giovanni Incarico","13.25","11.33","14.75","15.46",
"060065","Sant'Ambrogio sul Garigliano","10.16","16.39","14.47","9.31",
"060066","Sant'Andrea del Garigliano","12.95","14.45","16.69","15.62",
"060067","Sant'Apollinare","10.8","15.52","9.45","8.96",
"060068","Sant'Elia Fiumerapido","13.23","13.53","11.4","11.18",
"060069","Santopadre","18.52","16.74","12.56","17.94",
"060070","San Vittore del Lazio","7.16","10.58","12.66","8.55",
"060071","Serrone","10","11.3","9.74","14.08",
"060072","Settefrati","14.78","5.46","12.33","17.93",
"060073","Sgurgola","11.2","10.06","13.1","15.42",
"060074","Sora","11.08","9.98","9.92","11.42",
"060075","Strangolagalli","11.98","8.38","11.33","11.51",
"060076","Supino","9.14","11.43","12.72","13.6",
"060077","Terelle","13.73","25.79","19.66","28.65",
"060078","Torre Cajetani","10.69","7.95","19.11","11.1",
"060079","Torrice","8.92","8.94","12.48","9.54",
"060080","Trevi nel Lazio","16.3","8.78","13.84","16.3",
"060081","Trivigliano","11.79","12.94","11.15","10.06",
"060082","Vallecorsa","14.79","15.77","14.44","17.32",
"060083","Vallemaio","7.24","14.75","17.08","13.9",
"060084","Vallerotonda","18.02","22.05","12.76","18.15",
"060085","Veroli","9.02","10.09","8.57","10.94",
"060086","Vicalvi","15.09","12.74","19.43","11.76",
"060087","Vico nel Lazio","9.28","10.26","10.85","12.3",
"060088","Villa Latina","13.44","12.81","15.46","18.98",
"060089","Villa Santa Lucia","9.4","10.58","10.28","13.02",
"060090","Villa Santo Stefano","13.42","12.84","7.6","11.17",
"060091","Viticuso","11.22","14.16","23.15","36.25",
"061001","Ailano","8.77","12.38","10.29","19.4",
"061002","Alife","9.61","11.9","12.6","10.36",
"061003","Alvignano","10.07","11.36","11.72","12.24",
"061004","Arienzo","8.96","8.21","7.08","6.33",
"061005","Aversa","8.69","8.88","7.88","9.01",
"061006","Baia e Latina","11.22","10.44","10.54","11.56",
"061007","Bellona","8.26","10.15","8.42","9.87",
"061008","Caianello","10.04","7.71","10.33","9.68",
"061009","Caiazzo","11.25","11.64","12.89","12.47",
"061010","Calvi Risorta","9.07","10.31","12.3","13.98",
"061011","Camigliano","14.52","13.49","8.66","12.15",
"061012","Cancello ed Arnone","8.64","9.7","11.82","8.44",
"061013","Capodrise","4.41","5.77","5.93","6.81",
"061014","Capriati a Volturno","12.85","14.23","16.92","10.42",
"061015","Capua","9.65","10.64","10.85","10.89",
"061016","Carinaro","6.46","7.54","6.72","7.74",
"061017","Carinola","11.4","14.85","13.88","13.78",
"061018","Casagiove","8.37","10.47","9.61","9.35",
"061019","Casal di Principe","6.79","6.64","7","7.35",
"061020","Casaluce","5.61","7.1","6.28","8.55",
"061021","Casapulla","6.71","7.75","7.64","7.07",
"061022","Caserta","8.72","10.3","9.31","9.7",
"061023","Castel Campagnano","15.58","12.58","12.75","18.81",
"061024","Castel di Sasso","7.62","12.78","17.22","14.81",
"061025","Castello del Matese","9.27","14.65","17.59","11.04",
"061026","Castel Morrone","11.08","13.96","13.25","14.94",
"061027","Castel Volturno","7.59","8.41","7.88","7.8",
"061028","Cervino","8.07","8.31","8.57","5.59",
"061029","Cesa","6.15","6.13","5.52","5.69",
"061030","Ciorlano","16.89","7.14","21.03","11.59",
"061031","Conca della Campania","11.92","17.61","18.74","14.1",
"061032","Curti","10.25","13.18","9.86","11.03",
"061033","Dragoni","8.82","11.29","8.49","12.24",
"061034","Fontegreca","7.16","16.95","18.55","21.28",
"061035","Formicola","7.99","13.93","10.82","17.77",
"061036","Francolise","11.76","7.71","10.99","9.22",
"061037","Frignano","7.53","8.55","8.18","8.45",
"061038","Gallo Matese","16.65","11.99","19.35","23.74",
"061039","Galluccio","14.22","13.41","16.29","12.58",
"061040","Giano Vetusto","13.85","12.34","10.84","21.56",
"061041","Gioia Sannitica","13.67","12.61","10.23","12.31",
"061042","Grazzanise","9.5","8.92","9.91","10.92",
"061043","Gricignano di Aversa","4.52","6.13","4.17","5.57",
"061044","Letino","12.59","9.81","8.43","12.73",
"061045","Liberi","18.22","6.97","15.65","11.39",
"061046","Lusciano","6.36","7.56","6.69","5.94",
"061047","Macerata Campania","6.32","8.39","9.19","10.75",
"061048","Maddaloni","7.24","7.99","7.1","8.53",
"061049","Marcianise","7.27","8.02","7.09","7.56",
"061050","Marzano Appio","14.51","15.58","14.79","15.7",
"061051","Mignano Monte Lungo","5.23","11.39","8.06","10.06",
"061052","Mondragone","7.61","8.9","8.78","9.07",
"061053","Orta di Atella","4.46","4.69","4.59","4.69",
"061054","Parete","6.26","5.96","6.6","7.06",
"061055","Pastorano","6.67","7.93","9.2","13.43",
"061056","Piana di Monte Verna","11.49","13.52","14.32","16.27",
"061057","Piedimonte Matese","8.44","11.04","10.77","10.92",
"061058","Pietramelara","10.48","9.73","8.49","11.5",
"061059","Pietravairano","12.16","9.73","11.4","12.11",
"061060","Pignataro Maggiore","11.68","13.27","12.7","15.32",
"061061","Pontelatone","19.16","10.56","11.17","17.16",
"061062","Portico di Caserta","6","8.32","6.9","7.74",
"061063","Prata Sannita","14.28","10.59","14.09","16.32",
"061064","Pratella","8.25","10.17","14.84","13.04",
"061065","Presenzano","8.48","9.65","9.06","14.11",
"061066","Raviscanina","13.32","9.04","8.34","12.96",
"061067","Recale","8.81","6.97","8.37","8.53",
"061068","Riardo","11.46","11.99","10.79","9.5",
"061069","Rocca d'Evandro","11.88","13.71","16.22","15.55",
"061070","Roccamonfina","12.96","11.92","17.5","14.28",
"061071","Roccaromana","18.26","10.45","12.8","12.78",
"061072","Rocchetta e Croce","12.66","17.17","15.1","13.14",
"061073","Ruviano","10.38","11.39","15.18","17.82",
"061074","San Cipriano d'Aversa","7.1","9","9.37","9",
"061075","San Felice a Cancello","8.1","8.99","8.82","9.48",
"061076","San Gregorio Matese","9.94","12.1","18.48","19.94",
"061077","San Marcellino","6.71","6.58","6.28","6.75",
"061078","San Nicola la Strada","7.38","7.41","6.87","7.66",
"061079","San Pietro Infine","16.96","5.32","22.45","9.74",
"061080","San Potito Sannitico","7.67","6.72","13.03","9.91",
